sentence,predicted,true
프랑스 관광은 좋은데 내 32880원 어디감?,0,1
실행을 하면 로딩화면 뜨다가 겜이 꺼져버림.... 이유가 뭔지 모르겠다.....ㅡ.ㅡ,0,1
(대충 대단한 것을 하고 있다는 뜻),0,1
겜 제목이 1분이라 1분만 하려고 했는데 실패...,0,1
의도치 않게 너무 빨리 엔딩을 봐서 아쉽네요. 주관적인 생각으로 뉴오더를 하고 난 후 올드 블러드를 하는것을 추천합니다.,0,1
재미 있음 방 적음 공룡 7/10,0,1
인성질이 무서워서 도망쳤는데 도망친곳이라고 다르지는 안았음,0,1
네가 먹던 거 기억 못 하니까 그냥 메뉴 불러줘,0,1
이과가 예체능이 되는 기적,0,1
허... 난 운다,0,1
친구가 사줫는데 1스테이지 난이도가 높다 시1발,0,1
"아이디어와 그것을 표현한 방식은 좋지만, 과연 그 아이디어가 정말 재미있는가는 다소 의문인 퍼즐 게임. 개인적으로는 별로 추천하고 싶지 않다.",0,1
군필자인 저로써는 말도 안되는 군대 스토리에 뇌를 잠시 내려놓고 그냥 게임 플레이에만 집중했습니다. 그냥 게임플레이만 집중하세요. 스토리 집중하면 분노가 차오르고 게임 플레이만 본다면 재밌습니다.,0,1
프렌차이즈 할인한데서 확인차 들어와봤는데 다있네 나란 호구새끼,0,1
이전에 다 깨고 리마스터라길래 또 해봄 개인적으로 큰 차이를 못느끼겠음,0,1
더러움참기 Lv.999,0,1
인디계의 슈퍼스매시브라더스,0,1
반지의 제왕 영화랑 똑같이 진행됩니다. 그게 메리트이자 흠. 키보드보다는 패드로 하는 게 훨씬 손맛 좋구요. 여러 캐릭터로 돌아가면서 스토리 진행하는 게 꽤 괜찮네요. 아무 생각 없이 가볍게 겜하고 싶을 때 좋은 게임입니다.,0,1
아니 이게 안맞는다고?,0,1
"소리, 그래픽, 게임성 모두 다 좋은 게임 스토리도 생각해 볼 여지가 많았다. 스팀에서 압도적으로 긍정적이라는 평가를 받은데에는 다 이유가 있다.",0,1
저장 에러때문에 미치겠어요..5번눌러서m으로 저장하는것도 됬다가 안됬다가 하고 자동저장도 복불복이고..머예요이게..게임 날린것만 5번 넘는듯.......제발 고쳐주세요...짜증남...,0,1
"내가 게임 캐릭터도 아닌데, 계속 챕터를 돌아보면서 돌이키려고 하는...",0,1
브이알 중생들이여 이겜을 하고 3시간이지나지않아서 환불하거라.. 이미 모든것을 건들여 봤을꺼 아닌가..! 아물론 바닥이랑 책들말하는거ㅋㅋㅋㅋㅋㅋ 환불해서 5만원아껴서보쌈족발사먹자,0,1
아.. 레베카 왜..ㅠㅠㅠㅜ,0,1
나만 그런지는 모르겠는데 싱글플레이 하면 운전하는 시간이 생각보다 좀 있는데 운전하는게 제일 ㅈ같음 ㅠㅠ,0,1
양쪽으로 샌드위치 하는 순간 나의 멘탈이 산산조각 나는 게임5일 이후로는 진짜 막막하다... 5일째를 1시간 넘게 하고있는데 답이 보이질 않는다..;;,0,1
왜 이게임이 SF게임계의 거물이라 불리는지 알겠다. 근데 3편이...,0,1
"국가의 사냥개가 될 수 있는 휴대폰 해킹 게임. 메시지가 확실해, 정치 성향에 따라 후련하거나 불편하거나. 모든 엔딩을 보기는 매우 어렵습니다. 그렇다고 공략을 찾아보면 재미가 없죠..",0,1
MISSION FAILED 삭제해라 애송이,0,1
60불값은 아님;,0,1
도널드 트럼프가 이 게임을 싫어합니다 비메이 사겨라,0,1
켄시 뒤에 로가 붙을지 발이 붙을지는 게임시작버튼을 누르기 전까지 아무도 모름,0,1
살짝 진입장벽의 벽이 있고 취향이 많이탄다 컴퍼니오브히어로즈가 재밌는데 좀더 현실적인걸 원하다면 추천,0,1
힐링게임이 아닙니다.,0,1
그냥 아무것도 안하고 멍하니 하늘이나 지나가는 주변 풍경을 보는 게임. 멍하니 시간 때우거나 asmr처럼 틀어놓는 것 이외에는 딱히 할게 없으나 아무 생각 없어지기에는 좋다.,0,1
이게 정녕 무료게임인가 싶었다.,0,1
로딩이 긴 게임 기다릴 때 하세요 : ★★★★☆,0,1
이게임을 제대로 설명하면 길기때문에 한마디로 요약하겠습니다. 킹갓엠페러제네러마제스티충무공초코파이 마드리드짱맥스한국msi배트맨졸라맨오블락 이탈리아체코러시아유럽베고비치노이어이용 돈나룸마슈체스니부폰골키퍼조현우빛현우 황의조호날두메시만주키치스트라이커게임.,0,1
"어짜피 안할 놈은 안하고, 할 사람은 하는게 삼국지.",0,1
네임리스 너프좀,0,1
ㅎㅎㅎㅎㅎㅎㅎㅎㅎ................. ha ha ha ha ha ha ha...........fuxx..... 신세계의 충격이었다.ㅂㄷㅂㄷ,0,1
좀 조용히해 어글리잭,0,1
솔직히 하기전엔 게임인가 싶었는데 해보니 왜 하는지 알겠다,0,1
패치하면 할만한데.... 조작키가 xbox로 되어있고..... 여러모로 아쉬운 제품,0,1
철권도 한 캐릭당 기술이 한 70개쯤되는데 여긴 120개씩이나 있네요 파고들면 정말 끝도 없을 것 같습니다 대체 이런 격투 게임이 왜 묻혀있었는지 이해할 수가 없네요 커다란 가슴과 엉덩이에 파묻혀버린듯...,0,1
한명 씩 덤벼라! 한명 씩 덤비라고 이것들아!!!!!,0,1
장점: 날수있다 단점: 날수만 있다,0,1
취향만 맞으면 잘수가 없다!,0,1
페르소나는 스팀으로 출시할 생각이 없는가?,0,1
컨텐츠가 별로 없음. 끽해야 3천시간밖에 못할듯,0,1
팬심에 샀긴한데 이게 왜 액숀 횡스크롤 겜이 아니라 리듬게임으로 나온건지 모르겠다.,0,1
그지같구만,0,1
저랭 살인마 매칭이 너무 안된다. 생존자는 금방금방 게임을 즐길수있으나 살인마로 플레이하기 위해서는 상당히 많은 시간이 소요된다.,0,1
남자 주인공은 그만이제 여자 주인공인 시대 판타지 쳅터는 사실 스토리가 담겨져 있지만 그보다 키스신이 많이 나와있다 물론 노출신도 있긴 하다만은(참고로 노출신은 다운받는게 좋습니다.) 교수가 이상해 무슨 초클릿으로 몸을 담근다는게 말이되냐?,0,1
손잭스인 내가 이 게임을 왜 샀을까 한 판도 못 깼으뮤ㅠ,0,1
이 게임이 재미 없으면 3가지 1. FPS 게임이 싫음 2. 글을 못읽음 3. 감정이 없음,0,1
너무나 단조로운 맵과 미션들. 스토리는 나쁘지 않았지만 전작에 비해 아쉬움이 많은건 어쩔수 없다.,0,1
대규모로 전쟁하고 난리나는데 처음하는 사람입장에서는 전쟁이 어떻게 돌아가고 있는지 감이 안잡힌다. 월드맵이 있어서 뭔지는 알겠지만 그리고 서버가 단일서버라 그런진 몰라도 초보는 개 양민학살 당하면서 울면서 접는경우가 대부분,0,1
"어쌔신크리드4 확장팩이라고 생각하시면 되고 나쁘지 않은 것 같습니다. 게임플레이도 어쌔신크리드 답고 그래픽도 낫베드, 스토리도 낫베드 단 시리즈가 진행될 수록 계속 질리네요",0,1
조카수준,0,1
할인 중 + 위닝 팬 = 필수 구매 할인 중 + 축구게임 팬 = 자금 여유되면 구매 정상가 + 위닝 팬 = 자금 여유되면 구매 정상가 + 축구게임 팬 = 피파 구매,0,1
창작마당 버그 많음,0,1
얼리엑서스이기떄문에 모든걸감안하고지켜봐야하는게임 하지만 정식오픈떄도 이런식이라면...끔찍할정도이다. 스한모-얼리액서스키 받은유저,0,1
디스가이아1 플스 때부터 하다 스팀으로 나왔길래 바로 구매했는데 저장이 안되서 진행을 할 수도 없고 재설치도 껐다 켜도 안되고 이유를 모르겠네요... 계속 안돼면 환불하는 수밖에...,0,1
우울하고 슬플때마다 스토리 1판씩 했습니다 생각보다 게임이 짧게 끝난건지 내가 자주 슬펏는지 모르겠네요,0,1
일반적인 야겜 cg가 야하긴한데 별로 꼴리지않음,0,1
하극상,0,1
하핳ㅎㅎ핳ㅎ...,0,1
아시아 서버 있었으면 좋겟다,0,1
이런 ㅁㄴㅇㄹ한 게임은 처음이에요!,0,1
3년 만에 다시함,0,1
"R18패치는 짱개어만 가능하다는 소식을 뒤늦게 들었습니다. 아, 앨리스라는 애가 마음에 들어서 스토리 진행하다가 환불 시간 지났네요",0,1
"시리즈가 갈 수록 늘어나는게 없다. 왜 빠진건지 모를 선수와, 왜 안넣는건지 모를 선수, 왜 없앴는지 모를 기술 등, 알 수 없는 패치만이 가득하다. 그래도 난 이 게임을 한다",0,1
8분이다 내가 이 게임을 클리어하는데 걸린시간은 단 8분이였다. 지뢰찾기좀 한다 싶으면 잠깐 볼만하다. 그닥 볼만한건 없지만...,0,1
포오오오오ㅗㅇ탈,0,1
37메가 짜리가 무려 16000원!,0,1
뭐 해라 뭐 해라 하는게 없어서 좀 어렵긴 했음 그리고 모든걸 돈주고 해결하는 내가 호구란걸 알게됨,0,1
시작하자마자 회사 그만두고싶었다.,0,1
게리모드 연동시킨게임중 일부,0,1
하필 세일도 69라니 노렸습니까?,0,1
언제 중국겜됐노,0,1
플레이 소감 : 점프 점프 점프. 장점 : ...성취감? 단점 : 거지같은 미니맵.,0,1
설령 패배하더라도 목숨을 걸고 주군을 되찾아 오는 것. 그것이 내 닌자이니 - 쿠로 시간 지나서 환불 실패 ㅠㅠ,0,1
친구들과 함께 하자. 없으면 삭제하자,0,1
와!샌즈! 왜 한대밖에 안 맞았는데 죽는거야!,0,1
이 게임의 가장 큰 단점 오프닝 스킵 못 함,0,1
지금도 하고 있는데 인벤 때문에 개빡친다 ㅋㅋㅋ 던전 들어가면 템정리가 일이네... 인벤 너무 좁아... 가방 업글 이런거 있음 좋은데. 그래서 던전 들어가기 귀차늠... 딱 10시간 까지 재밌고 그 뒤는 너무 지루함. 마지막 던전 남았돠!!,0,1
말해 뭐해,0,1
결제가 계속 오류가 나요..,0,1
쇼군말고 다른거 배포해주지...무료배포라니..,0,1
카타나? 크리켓? 다 껒영 배달물이 최고의 무기당,0,1
실행이 안되는데 뭐징.. ㅠㅠ,0,1
무료배포의 무료배포를 위한 게임 카드농사의 카드농사를 위한 게임,0,1
난 개인이오,0,1
한번 엔딩보면 물품 시세가 다 외워져서 재미가 없다 굳이 2번하고싶진 않지만 가성비는 좋다 이러나 저러나 왜 주식이 위험한지 알려주는 게임,0,1
우린 핵떨어짐 우짜냐,0,1
3편왜 개판내버렸노 시이이이팔...,0,1
이게임 특) 틀딱 꼬충새끼들이랑 좆고딩 좆중딩 꼬충들이랑 같이 꼬추비비면서 서로 빨아주면서 게임 운영함 제일 적폐새끼들이 바뀔맘이 없어서 좆망겜됨,0,1
뭔가 재밋어보이는데 영어라 ;;; 한글어가 나오면 해야할듯 ...,0,1
어린이용 게임이라고 우습게 봤다가 인내 스텟 올리는 중,0,1
친구없으면 하지마세요,0,1
노무좋노이기야,0,1
아니... 스토리가 너무 궁금한데 볼 수 가 없자나.. 미치겠다 진짜,0,1
업데이트 후 게임캐릭터가 투명화가 되는 오류가 생겼습니다.... 친구랑 놀고있는데 스트레스 받아서 바로 껏습니다.....개선해주세요 ㅠㅠ 그친구 컴퓨터 사양이 안좋아서 이 게임 아니면 롤밖에 못해요..,0,1
초보친화적 격투게임,0,1
최적화개씹;,0,1
중반부터 퍼즐이 슬슬 머리 아파지네요. 가볍게 즐기실만한 분한텐 추천 안함,0,1
납치만 당하다가 핵터지는 게임,0,1
특출난게 없는 너무나도 평범하고 밋밋한 게임. 던전 시즈라는 이름을 붙이기엔 너무나 아쉽다. Score: 7.1/10,0,1
플레이 할 수 있는 양이 한정되어있다는게 유일한 단점.,0,1
진짜 이 정도면 일부러 그러는거 아니냐 설명이랑 도전과제는 한글인데 인게임은 영어랑 일본어 ㅋㅋ 이젠 한글화 해줄때 안됐냐,0,1
짱꼠,0,1
아 섹스...,0,1
노트북 유저에게 완벽친화적인 게임. 조작할게 별로 없어서 누워서 한손으로 마우스질만 깔짝깔짝 해도 되는 게임이고 사실 일이 제대로 되어간다면 조작할 필요도 없이 노움이 뺑이치는걸 구경만 하면 된다. 일이 제대로 되어간다면 말이지...,0,1
"친구들과 재미있게 게임 하려고 샀지만 정작 한판만 즐겨봤다. 혼자하면 빠른 플레이가 가능하지만 재미가 반감돼고 친구들과 하면 재미는 있지만 플레이 시간이 너무 길어진다. 잘 만든 게임이긴하나, 뭔가 부족한 감을 느낀다.",0,1
나는 이게임하면서 느꼇다. 게임은 이래야 된다는걸.. 같은 현질 P2W 국산 온라인게임 줘도 안한다. 한국 지역 차단했던 게임이 더좋게 돌아와준것만으로 레알 고맙다는 말밖에 못하는 게임.,0,1
괜찮았지만 단조로운DFM전투방식의반복,0,1
으어어 무슨엔진을 쓴거야 어떻게 이렇게 잔인해,0,1
"그냥 운빨겜이라 하기엔 실력을 타고, 실력겜이라 하기엔 존나 운빨좆망이다 하다 빡쳐서 비추 먹이고 싶지만 게임은 나쁘진 않음",0,1
패러디는 피식할 수 있지만 게임 자체로 보면 별로 재미는 없습니다.,0,1
재밌어요 물론 히오스가 더 재미있습니다.,0,1
실행이안되네요,0,1
그냥 개판이다,0,1
씨바 한글 패치 어캐함?,0,1
내 맘대로 요리 했는데 옆에 있던 친구한테 욕먹었다. 앞으로 라면만 해야겠다.,0,1
c부분 떨어지고 껏습니다. 조작감 진짜.,0,1
"너무 힘들어, 플레이 하기가 두렵다. 선뜻 손이 안가..",0,1
패드 조준 너무 어려워,0,1
"이 게임이 너무 로그나로크가 심해서 암걸릴것같아. 게다가 맵이 층마다, 플레이 할때 마다 달라지니 암걸릴것같아. 아직도 한번도 못깨본것이 암걸릴것같아. 하지만 손을 놓을 수 없어. 그러면서 맘에 안들면 세이프 파일을 갈아 엎지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0,1
개인적인 평가 싱글은 노잼 멀티는 꿀잼 평가 8/10,0,1
솔직히 2시간은 재밌는데 2시간 놀면 질립니다.,0,1
A system error has occurred. Please try again later. (Error 2024/1902) 이거 에러 머에요?ㅠㅠ,0,1
1000시간을 했지만 명함도 못 내민다....,0,1
이거 하고픈데 오류창도 안뜨고 실행되는듯 하더니 까만화면 나오다가 걍 꺼지네요 ㅠㅠ,0,1
이게임환불취소요,0,1
이건 플레이어 가 게임속으로빠져 들게하는 게임인것같다 현재 마음이답답한사람은 이게음을 하는것을 추천한다,0,1
재미 '지노',0,1
DLC는 세일할때 삽시다,0,1
난이도 최하로설정하고해도 어려운나는 개병신,0,1
이겜을 할때에는 배필4 브금이 필수다,0,1
쉽시뮬레이터 2006부터 해온사람으로써 쉽시뮬의 마스코트였던 타이타닉미션이 없어진 익스트림에서의 모습은 상당히 실망감을 안겨주기 ㅊㅇ분했고 무엇보다 미션과 목적지에대한 애매모호함이ㅣ 더해주는 실망감과 재미의 반감요소는 그저 웃음이 나오게 만든다,0,1
짱깨 게임처럼 짝퉁에다가 짱깨풍이 늘씬 풍김 여캐들 극소수빼고 존못생김 스킨으로 성형시키지않는이상 아프리카 토종인들같음 (? 설계 지렷고),0,1
대충 무슨 느낌인지는 알겠는데 컨텐츠가 생각보다 없다. 물론 100% 달성하는데에는 엄청 오래걸릴테지만 똑같은 짓을 계속 반복해야 되므로 별로 의미가 없다. 오래 할만한 게임은 아니고 세일할때 사서 몇시간 하고 버리는 게임이라고 보면 된다.,0,1
한글패치가 나,0,1
야한거 안돼,0,1
그냥 모 보시는 대로 그런 쿠소임,0,1
맵 만드는 놈들은 분명 악마인게 분명하다. 가시에 찔려서 내 캐릭터가 가시질 못하자나..,0,1
게임이 왜 이렇게 어려워졌을까 나땐말이야 회피100찍고 주먹으로 보스잡았어 ㅠㅠ,0,1
분명 겜 켜서 하면 재밋는데 켜기가 싫은 게임,0,1
8800원 짜리 싸다고 사지 마시고 돈 더 모아서 에디션 사세요,0,1
빨가벗고 달려도 되는데 굳이 비키니 쳐입고 달리는 느낌??,0,1
은근 어렵다,0,1
재밌긴하다만 개적화가 심하다.. -수정할예정-,0,1
광광 울었다 진짜 투더문 이후로 게임하면서 이렇게 쳐운건 처음이다 어흑흠쟉흠ㄱㅎ흑흑흑흑흑ㄱ,0,1
"재미있었고, 다신 만나지 말자.",0,1
집짓는 재미로 러스트 하는데 털리면 멘탈상실..헤헤,0,1
"무료시간때 1판하고 지른 1인 ""12단게에서 죽었는데? 3시간10분 지났네?"" 8.9/10점",0,1
첫판만에 23킬8어쉬 하면서 발라버렸는데 뭐지?? 상대가 너무 못함 아니 내가 잘하는게 아닌데 상대가 익숙하지 않는지 못함,0,1
버그갓겜!,0,1
내가 즐겨하는 게임중 하나지만 게임에선 병신 잼민이와 나이값을 못하는 현실 좆찐따들이 너무 많다 오늘만해도 6마리 만났다,0,1
처음은 쉽다. 총 12단계까지가 있으며 본인은 10단계에서 지옥을 맛보았다. 그리곤 실수로 리셋스코어를 눌렀다. 화가난다.,0,1
3일 동안 64시간 플레이했다 망할게임 재밌네 하루에 2~3 시간씩 자면서하니까 현실인지 게임인지 지금 분간안된다,0,1
게임 존나 팅기네 잘 하고 있다가 갑자기 게임이 멈추더니 프로세서 종료 하냐는 메시지뜸 아 킹받네 ㄹㅇ ㅋㅋ 게임성은 무난하고 재미있으니 따봉은 준다 최적화 패치만 하면 갓갓 게임 될듯하다 잔렉도 없잖아 많기도 해서..,0,1
버그 너무 많음 자꾸 패를 잘못읽음 글라도스 이런 눈깔 호ㄱ.....,0,1
이게임은 점점 할수록 하나만 하게 되있음 다른거 하면 않는거 많음,0,1
걍 엄청 헤매는 게임,0,1
킬링타임용.,0,1
이 게임하고 건전 환불함,0,1
않이 오류라니;;;,0,1
국뽕이 문제가 아니라 팀문제,0,1
이거 할시간에 그냥 다크소울하는게 더 꿀잼이다. 다크소울의 아래급의 게임을 하고 즐기고 2D의 게임을 하고싶으면 이게임이나 해라,0,1
혼돈! 파괴! 망가!,0,1
좆같은 키드 좆같은 러너 좆같은좀비 좆같은맵 갓겜,0,1
메카뽕 중증환자들을 위한 진통제,0,1
GTA 만큼은 아니다 솔직히 말해.. 그치만.. 락스타에서 만들었어도 이런느낌이였을까? 참신한 작품이지만 뭔가 2퍼센트 아쉬움이 남는다.,0,1
게임이 너무 쉬워,0,1
처음에 하면 몇 시간이 훅 증발함. 추천한다. 하지만 3성 만들고 상점에 뜬 물건 다사고 나면할 게 없다. 그때부터 급 지루해짐. 업데이트 빨리 됬으면 좋겠다. +양아치랑 예술가한텐 음식 안 팔고 싶다!!,0,1
하프라이프 팬이라면 거쳐야하는 게임이지만 이거 퍼즐은 풀라고 만든건지 골탕먹이려고 만든건지..,0,1
아싸들 구입금지,0,1
개변태게임,0,1
음... 그럭저럭 할만 하네요.,0,1
세상에... 휴가나와서 이런 게임을 하다니... 클릭만 몇분동안 한거지?,0,1
개빡치네 게다가 버그 있어서 달러 먹으려하면 밑으로 빠지거나 위로 올라타지거나 안먹어지면서 튕겨나가서 계속 디지는 버그 있음... 물론 버그있어서 못깬다는 얘긴 아님 ㅋㅋㅋㅋ,0,1
진짜 이랬어야만 했나?,0,1
"게임은 재밌지만, 캡콤의 악질적인 장사기질이 좀먹는중",0,1
한글패치점,0,1
처음에만 재밌게했다,0,1
미친겜 일단 이 게임을 플레이하면 천국은 못갑니다 5천원주고 지옥행 익스프레스를 타고싶다면 사세요,0,1
프로 없는 사람만 왕창 할인할때 구매해서 쓰세요,0,1
소리로 사람을 어디까지 미쳐돌아가게 만들 수 있는가를 제대로 보여줌. 만약 랜덤으로 적이 리젠되는것 까지 구현했으면 진짜 무서웠을듯,0,1
야겜이에요!....,0,1
시발 내 손발,0,1
아주 좋습니다. 그런데 업데이트 도중 오류가 발생했다며 안 되네요. 실행파일 누락이라고 합니다. 어디서 도움을 받을수 있을까요?,0,1
고인물겜 초보는 웁니다ㅠㅠ,0,1
게임하다보니 치킨 전문점 됨,0,1
왜 이래 이 사람들아 인생을 살아 남 인생 보지말고 밥 좀 먹어 제발,0,1
비극.,0,1
멀티에서 나무가 오류납니다.,0,1
저기 저는 이 게임을 pc방에서하는대 저장하고 다시 pc 방와서하면 늘 저장했던것이 사라짐 저장시키는법이 먼가요 ?,0,1
이 동글뱅이가 뭐라고. 사람 찡하게 만드네.,0,1
"유사플래포머급 개가튼맵디자인을가진씹덕소울. 난이도는 동료가조절해줍니다 안데리고다님=하드코어,야쿠마=매우쉬움",0,1
400메가로 어캐 만들었노 시발련ㄴ아,0,1
"4와 같은 시스템, 거의 같은 조건, 조금 못한 커스터마이즈.. 짧은 플레이 타임. 결국 4탄의 DLC 수준인데, 3탄이나 4탄에 비해서 아쉽다는 것이지 허접한 오픈월드 액션들과 비교할 것은 아님. 짧아서 아쉬움.",0,1
퍼즐조무사들아 이렇게 좀 만들어봐라,0,1
한글 지원되서 해봤는데 시간 순식간에 지나감,0,1
어째 셔먼이 한대맞고 딸피가 되냐,0,1
묻지마 폭행 시뮬레이터,0,1
놀라울 만한 압박감과 긴장 ㅜㅜ 너무 잔인한 연출만 없었으면 정말 명작이었을거 같습니다.,0,1
타이완 남바완,0,1
핵터 무쌍 게임,0,1
플래쉬365나 점심먹고노라라가면 있을 법한 게임입니다.,0,1
보스전 가기전까지 잠입관련 스킬만 무진장 찍어서 게임을 하고있었는데 갑자기 보스전에선 1:1 맞다이다이를 강요해서 난 너무 빡쳤고 그렇게 접게되었다. 이렇게 보스전을 만들거면 미리 경고라도 해주던가... 그 전까진 재밌었는데..,0,1
이거 컨트롤러 지원 언제쯤 옴? 산지 13일 지낫는데 왜안오죠,0,1
한패하면 치팅으로 인식해서 도전과제가 달성되지 않는게 아쉽습니다,0,1
누가 노잼이래,0,1
내용이 특별하지도 않고 그림체가 예쁜 것도 아니라서 가이드를 참조해 도과 올클이 쉽다는 것 외엔 별 장점이 없네요. 도과러에겐 추천하지만 웬만하면 번들로 사세요.,0,1
근면 자조 협동 더 필요하게 있나?,0,1
요약 : 인수되면서 망한 게임,0,1
기존의 비급 이미지와 무한파괴본능 슈팅게임... 그 이상 그이하도 아님. 파괴의 미학,0,1
내일 무료 배포한다던데 진짜임?,0,1
이 십새들아 그만 꼬라박아,0,1
"재미있게 하고 있습니다만 한가지 심각한 문제가 있네요 에러창이 나오면서 게임이 실행되지 않습니다. 에러 이름이""2018-02-02_172402""",0,1
언제는 재밌어서 했나 .... 나오니까.... 나도 모르게 사버렸으니까 하는거지 ....,0,1
키보드 별로고 패드 추천함,0,1
스팀판은 한국어를 지원하지 않는 것도 슈타인즈 게이트의 선택이다.,0,1
좀비모드 한판 해보고 기겁해서 사람들끼리만 하는중. 좀비모드 존나 무섭다.,0,1
조작법좀 바꾸게 해줘랑... 동방만해서 본능적으로 위험하면 X키누른다;,0,1
키마 조작 구리니 온리 키보드로 하샘,0,1
킥킥....,0,1
화나네,0,1
돌은 금입니다. 적어도 이 게임에서는,0,1
재밌는데 아직 버그가 너무 많아요...자꾸 오동작하고 멈추고...최적화 업데이트 되면 사는게 좋을것 같아요...스트레스받음..ㅠㅠ,0,1
물리엔진의 Standard,0,1
삥. 삥. 삥. 삥. 삥. 삥. 삥.삥.삥.삥.삥.,0,1
내가 전에 Concerned Joe 도 해보았고 (음악 만든사람이 F-777이라서) 이게임도 하게됬는데 친구들하고 병림픽 펼치는게 좋긴 함 근데 조작감이 Suck,0,1
진짜 개1새1끼들아 예전부터 사놓았던 사람은 진짜 개병1신 만드네 미친새끼들아 게임은 재밌네 씨1발 근데 왜이리 어렵냐,0,1
엔딩 극혐,0,1
여러분 감염자로 됬을때 때에는 혼신의 연기를 다 하여 억울함을 호소하세요! 불쌍한 사람인척 하세요! 그리고 통수 치세요 (씨익),0,1
하는 사람이 곧 컨텐츠 그 자체. 갓겜과 망겜을 왔다갔다 함.,0,1
할 친구가 없다 매우 슬프다 나는 아싸다 내 유리한 친구는 컴퓨터다 친구가 필요하다,0,1
여행시뮬레이션 이거없으면 하급덕후임 하덕이랑은 말 안섞음 ㅡㅡ,0,1
친구랑 하면 재밌지만 오래는 못하겠음,0,1
별거없음,0,1
거--참~~ 몸에 좋은 동물들좀 사냥했다고 귀쟁이들이 활들고 쫒아오내 퉷퉷,0,1
사람은 때려도 고양이는 때리면 안된다,0,1
집이 따듯할 줄 알았는데 집이 개판이네요^^,0,1
좋긴한데 생존자들이 너무 느리고 무기도 안가질려해서 너무 계속 죽어요,0,1
너무 어렵네요,0,1
제발 홍보좀합시다.. 대회까지 있는데 홍보가 안되있어...,0,1
분량이 딱 입시 인디겜 수준임,0,1
좆 같다!,0,1
0.5초만 빨리 눌렀더라면 ...,0,1
적당히 두뇌를 쥐어짜주는 퍼즐은 좋은데 발번역 때문에 집중이 안 됨 ..,0,1
칼질이 너무쌘거 아닌가 ?? 그리고 파워업 요소가 없는것도 유감,0,1
이 게임을 남에게 추천 한 다는건 저승에서 큰 죄를 짓게 되버린다 이런 시간을 갈취하는 나쁜 게임을 남에게 어떻게 소개를 하리오 인생 말아 먹을 수 있으니 조심합시다.,0,1
한손으로 할수있다면 완벽할탠데...,0,1
질리지는 않았는데 호불호가 많이 갈림,0,1
다크소울보다 어렵다고 느낌,0,1
왜 만 든 걸 까 . . . 벨브이 흔한 꼼수 인걸까...,0,1
강인한 흑쌔신으로 딴딴하고 묵직한 마체테와 함께 해적들을 썰어보고싶다면 ㅊㅊ,0,1
"타락도와 그에 따른 멀티 엔딩이 2회차, 3회차를 하게 만든다.",0,1
착한 짱깨는 죽은 짱깨뿐이다,0,1
DLC답게 2가더재밌음,0,1
스토리는 오그리 토그리 합니다. 솔직히 쇼콜라랑 바닐라 보다는 중간중간에 나오는 엑스트라 고양이들이 훨씬 귀여웠었습니다. 그리고 이걸 보면서 드는생각은 장사는 제대로 되는건지라는 쓸데없는 걱정이 되더군요. 뭐 재미는 있었지만 좀 미묘하네요,0,1
MP5 반동이 너무 크다,0,1
왜 무료인지 알겠다,0,1
어케 하는지 몰라서 점프만 하다가 껐어요,0,1
아아ㅏ아아ㅏ아ㅏㅏㅏ하ㅏ아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,0,1
이 게임 하나면 당신의 씨피유와 그래픽카드는 불바다가 되며 당신의 실력이 늘어나는 순간 지갑은 얇아질 것 입니다.,0,1
이런게임을 누가돈주고해,0,1
사람 없워,0,1
정말 유익한 게임이네요 10분동안 내가 누군지 이 게임이 무엇인지 잘 생각하게 하는 게임이었습니다... 그리고 3천원으로 이보다 값진것들을 할 수 있다는것을 깨달았어요... 차라리 라면과 김밥을 사 드시는걸 추천합니다....,0,1
올해 크리스마스는 케빈과 놀지 않았습니다. +조작감이 여친(남친) 없는 느낌,0,1
정말로 무서운게임 하다가 중간에 물 첨벙첨벙 거리는 귀신에서 중단함,0,1
친구들도 포기한 최극상 난이도 게임입니다.,0,1
씹망겜,0,1
진짜 재밋고 생각할거 많고 전략짜는거 테크고민 등등 잘 만들었는데 왜 겜하면 할수록 암걸릴거 같냐 진짜 전설철인 하다가 암걸릴거같아서 일단 삭제함 그래도 나름 턴제 전략좋아하시는분은 ㅊㅊ,0,1
어우극혐,0,1
가능성은 있지만 아직은 부족한 게임,0,1
야 언락얻을ㄹ라고 세일하려고 산이후로 안했음. 팀포 비슷하긴 한대 지금 시기에 사기에는 매우 부적절함. 간만에 해볼까 하는데 안하고싶어짐 .,0,1
아무리 심즈4를해도 널 잊을수가없다 그니까 세일좀해라.. dlc못사서 라이브러리에 박아뒀어 넌 늘 그런식이야 게임이 몇만원인데 확장팩가격이 50만원인게 말이되냐,0,1
"위처의 시작, 솔직히 그점이 아니면 추천할 게임은 아닙니다. 게임시스템도 그래픽도 별로임",0,1
게임은 재미있는데 서버가 엉망이고 같이 할 친구 없으면 지들끼리 짜고치는 다인큐떔에 게임 하기 좀 빡셉니다,0,1
13년동안 꾸준히 플레이중 안질려ㅕㅕㅕㅕㅕㅕㅕㅕ,0,1
원주민 없는 난이도 추가해주세요,0,1
승질남,0,1
